market,state,county,geoid,place_or_corridor,rural,status,lat,lon,notes
Vero Beach,Florida,Indian River,12061050401,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6315547,-80.3847074,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Vero Beach,Florida,Indian River,12061050601,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6129684,-80.3755175,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Vero Beach,Florida,Indian River,12061050604,Indian River County rural-eligible tract,Y,Eligible — not designated,27.5942647,-80.3682455,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Vero Beach,Florida,Indian River,12061050907,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6884277,-80.5236851,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Vero Beach,Florida,Indian River,12061050908,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6869113,-80.7157861,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Vero Beach,Florida,Martin,12085001803,Martin County rural-eligible tract,Y,Eligible — not designated,27.0945374,-80.4409426,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Vero Beach,Florida,Martin,12085001806,Martin County rural-eligible tract,Y,Eligible — not designated,27.1566758,-80.5577813,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Vero Beach,Florida,Okeechobee,12093910300,Okeechobee County rural-eligible tract,Y,Eligible — not designated,27.2635445,-80.8153526,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Vero Beach,Florida,Okeechobee,12093910401,Okeechobee County rural-eligible tract,Y,Eligible — not designated,27.2184018,-80.7028094,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Vero Beach,Florida,Okeechobee,12093910402,Okeechobee County rural-eligible tract,Y,Eligible — not designated,27.229347,-80.7546773,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Vero Beach,Florida,Okeechobee,12093910403,Okeechobee County rural-eligible tract,Y,Eligible — not designated,27.2095506,-80.7803813,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Vero Beach,Florida,St. Lucie,12111381107,St. Lucie County rural-eligible tract,Y,Eligible — not designated,27.5399987,-80.3637314,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Brevard,12009060104,Brevard County rural-eligible tract,Y,Eligible — not designated,28.7595275,-80.88106,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Brevard,12009060105,Brevard County rural-eligible tract,Y,Eligible — not designated,28.6913195,-80.8439989,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Brevard,12009060400,Brevard County rural-eligible tract,Y,Eligible — not designated,28.6259987,-80.8217906,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Brevard,12009060600,Brevard County rural-eligible tract,Y,Eligible — not designated,28.5958293,-80.8358974,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Brevard,12009060700,Brevard County rural-eligible tract,Y,Eligible — not designated,28.6074077,-80.8143413,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Brevard,12009065239,Brevard County rural-eligible tract,Y,Eligible — not designated,27.8650822,-80.4994904,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Brevard,12009065240,Brevard County rural-eligible tract,Y,Eligible — not designated,27.886466,-80.505304,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Brevard,12009071204,Brevard County rural-eligible tract,Y,Eligible — not designated,28.3926801,-80.849217,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Brevard,12009071402,Brevard County rural-eligible tract,Y,Eligible — not designated,28.568257,-80.7978826,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Indian River,12061050101,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6346881,-80.4129318,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Indian River,12061050102,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6273223,-80.4113634,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Indian River,12061050303,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6753714,-80.4182304,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Indian River,12061050304,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6746529,-80.4362112,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Indian River,12061050401,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6315547,-80.3847074,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Indian River,12061050601,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6129684,-80.3755175,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Indian River,12061050604,Indian River County rural-eligible tract,Y,Eligible — not designated,27.5942647,-80.3682455,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Indian River,12061050907,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6884277,-80.5236851,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Indian River,12061050908,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6869113,-80.7157861,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Orange,12095016605,Orange County rural-eligible tract,Y,Eligible — not designated,28.5499813,-81.1238728,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Melbourne,Florida,Osceola,12097041101,Osceola County rural-eligible tract,Y,Eligible — not designated,28.1772067,-81.4851348,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Melbourne,Florida,Osceola,12097041302,Osceola County rural-eligible tract,Y,Eligible — not designated,28.103895,-81.4193726,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Melbourne,Florida,Osceola,12097043802,Osceola County rural-eligible tract,Y,Eligible — not designated,27.9135588,-81.0731187,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Melbourne,Florida,Volusia,12127082801,Volusia County rural-eligible tract,Y,Eligible — not designated,29.0715521,-80.9621761,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Melbourne,Florida,Volusia,12127083008,Volusia County rural-eligible tract,Y,Eligible — not designated,28.9886854,-80.9042271,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Jacksonville,Florida,Baker,12003040201,Baker County rural-eligible tract,Y,Eligible — not designated,30.3515444,-82.3680283,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Jacksonville,Florida,Clay,12019030103,Clay County rural-eligible tract,Y,Eligible — not designated,30.0815218,-81.9007372,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Jacksonville,Florida,Clay,12019030105,Clay County rural-eligible tract,Y,Eligible — not designated,30.0845776,-81.9965338,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Jacksonville,Florida,Clay,12019031104,Clay County rural-eligible tract,Y,Eligible — not designated,29.7546334,-82.0189639,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Jacksonville,Florida,Clay,12019031109,Clay County rural-eligible tract,Y,Eligible — not designated,29.7958506,-81.9992426,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Jacksonville,Florida,Nassau,12089050103,Nassau County rural-eligible tract,Y,Eligible — not designated,30.6647376,-81.4567953,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Jacksonville,Florida,St. Johns,12109020300,St. Johns County rural-eligible tract,Y,Eligible — not designated,29.8933115,-81.3289415,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Jacksonville,Florida,St. Johns,12109021002,St. Johns County rural-eligible tract,Y,Eligible — not designated,29.9086144,-81.3451735,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Pensacola,Alabama,Baldwin,01003010600,Baldwin County rural-eligible tract,Y,Eligible — not designated,30.8533019,-87.7701385,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Pensacola,Alabama,Baldwin,01003010903,Baldwin County rural-eligible tract,Y,Eligible — not designated,30.6072432,-87.7798044,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Pensacola,Alabama,Baldwin,01003010906,Baldwin County rural-eligible tract,Y,Eligible — not designated,30.5641292,-87.6870074,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Pensacola,Alabama,Baldwin,01003011411,Baldwin County rural-eligible tract,Y,Eligible — not designated,30.3244734,-87.618452,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Pensacola,Florida,Escambia,12033002400,Escambia County rural-eligible tract,Y,Eligible — not designated,30.3506144,-87.316902,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Pensacola,Florida,Escambia,12033004000,Escambia County rural-eligible tract,Y,Eligible — not designated,30.9674894,-87.2779276,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Pensacola,Florida,Okaloosa,12091020306,Okaloosa County rural-eligible tract,Y,Eligible — not designated,30.7290383,-86.4685471,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Pensacola,Florida,Okaloosa,12091020500,Okaloosa County rural-eligible tract,Y,Eligible — not designated,30.7738441,-86.5886085,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Pensacola,Florida,Okaloosa,12091021901,Okaloosa County rural-eligible tract,Y,Eligible — not designated,30.4263278,-86.6642109,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Pensacola,Florida,Okaloosa,12091022001,Okaloosa County rural-eligible tract,Y,Eligible — not designated,30.4442476,-86.62522,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Pensacola,Florida,Okaloosa,12091022100,Okaloosa County rural-eligible tract,Y,Eligible — not designated,30.4399013,-86.6110617,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Pensacola,Florida,Okaloosa,12091022600,Okaloosa County rural-eligible tract,Y,Eligible — not designated,30.4061804,-86.6105571,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Pensacola,Florida,Santa Rosa,12113010100,Santa Rosa County rural-eligible tract,Y,Eligible — not designated,30.8643545,-86.9273984,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Pensacola,Florida,Santa Rosa,12113010505,Santa Rosa County rural-eligible tract,Y,Eligible — not designated,30.6764638,-87.0402711,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Pensacola,Florida,Santa Rosa,12113010601,Santa Rosa County rural-eligible tract,Y,Eligible — not designated,30.6410709,-87.0451514,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Pensacola,Florida,Santa Rosa,12113010705,Santa Rosa County rural-eligible tract,Y,Eligible — not designated,30.5810713,-87.1714723,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Pensacola,Florida,Walton,12131950103,Walton County rural-eligible tract,Y,Eligible — not designated,30.7989091,-86.2487028,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Pensacola,Florida,Walton,12131950201,Walton County rural-eligible tract,Y,Eligible — not designated,30.7094077,-86.0996833,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Pensacola,Florida,Walton,12131950202,Walton County rural-eligible tract,Y,Eligible — not designated,30.7615184,-86.0783529,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Pensacola,Florida,Walton,12131950303,Walton County rural-eligible tract,Y,Eligible — not designated,30.7695364,-86.1848615,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Pensacola,Florida,Walton,12131950304,Walton County rural-eligible tract,Y,Eligible — not designated,30.7585021,-86.1345249,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Pensacola,Florida,Walton,12131950400,Walton County rural-eligible tract,Y,Eligible — not designated,30.6399063,-85.9959044,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Birmingham,Alabama,Bibb,01007010006,Bibb County rural-eligible tract,Y,Eligible — not designated,33.1824141,-87.0823075,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Bibb,01007010008,Bibb County rural-eligible tract,Y,Eligible — not designated,33.0332174,-87.0211228,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Bibb,01007010009,Bibb County rural-eligible tract,Y,Eligible — not designated,32.8945208,-87.1921653,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Bibb,01007010010,Bibb County rural-eligible tract,Y,Eligible — not designated,32.9784509,-87.1866443,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Blount,01009050105,Blount County rural-eligible tract,Y,Eligible — not designated,33.9749736,-86.4037827,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Blount,01009050106,Blount County rural-eligible tract,Y,Eligible — not designated,33.925327,-86.4725259,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Blount,01009050501,Blount County rural-eligible tract,Y,Eligible — not designated,34.062471,-86.6104394,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Blount,01009050702,Blount County rural-eligible tract,Y,Eligible — not designated,33.8739997,-86.6773768,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Chilton,01021060104,Chilton County rural-eligible tract,Y,Eligible — not designated,32.8495954,-86.616669,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Cullman,01043965001,Cullman County rural-eligible tract,Y,Eligible — not designated,34.1512763,-86.8186837,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Birmingham,Alabama,Cullman,01043965002,Cullman County rural-eligible tract,Y,Eligible — not designated,34.1529371,-86.8508981,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Birmingham,Alabama,Cullman,01043965300,Cullman County rural-eligible tract,Y,Eligible — not designated,34.1560361,-86.6369887,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Birmingham,Alabama,Cullman,01043965401,Cullman County rural-eligible tract,Y,Eligible — not designated,34.0726451,-86.8090852,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Birmingham,Alabama,Jefferson,01073011401,Jefferson County rural-eligible tract,Y,Eligible — not designated,33.818438,-86.7964323,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Shelby,01117030407,Shelby County rural-eligible tract,Y,Eligible — not designated,33.131697,-86.8475678,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,St. Clair,01115040109,St. Clair County rural-eligible tract,Y,Eligible — not designated,33.6117443,-86.3811617,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,St. Clair,01115040211,St. Clair County rural-eligible tract,Y,Eligible — not designated,33.5911907,-86.2556214,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,St. Clair,01115040302,St. Clair County rural-eligible tract,Y,Eligible — not designated,33.7732171,-86.1429583,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,St. Clair,01115040508,St. Clair County rural-eligible tract,Y,Eligible — not designated,33.6616205,-86.3672337,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Talladega,01121010400,Talladega County rural-eligible tract,Y,Eligible — not designated,33.3994155,-86.0096773,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Birmingham,Alabama,Talladega,01121010500,Talladega County rural-eligible tract,Y,Eligible — not designated,33.4548956,-86.067709,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Birmingham,Alabama,Talladega,01121010600,Talladega County rural-eligible tract,Y,Eligible — not designated,33.4475439,-86.1148963,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Birmingham,Alabama,Talladega,01121010900,Talladega County rural-eligible tract,Y,Eligible — not designated,33.4317569,-86.0994543,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Birmingham,Alabama,Talladega,01121011301,Talladega County rural-eligible tract,Y,Eligible — not designated,33.2793875,-86.3343417,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Birmingham,Alabama,Talladega,01121011302,Talladega County rural-eligible tract,Y,Eligible — not designated,33.2439751,-86.380759,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Birmingham,Alabama,Talladega,01121011400,Talladega County rural-eligible tract,Y,Eligible — not designated,33.2552882,-86.2982154,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Birmingham,Alabama,Talladega,01121011502,Talladega County rural-eligible tract,Y,Eligible — not designated,33.1569859,-86.3283108,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Birmingham,Alabama,Talladega,01121011600,Talladega County rural-eligible tract,Y,Eligible — not designated,33.1485687,-86.2131766,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Birmingham,Alabama,Talladega,01121011700,Talladega County rural-eligible tract,Y,Eligible — not designated,33.2019979,-86.2915709,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Birmingham,Alabama,Talladega,01121011800,Talladega County rural-eligible tract,Y,Eligible — not designated,33.1723317,-86.2529583,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Birmingham,Alabama,Talladega,01121012000,Talladega County rural-eligible tract,Y,Eligible — not designated,33.145858,-86.250449,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Birmingham,Alabama,Walker,01127020100,Walker County rural-eligible tract,Y,Eligible — not designated,33.8114066,-87.3188042,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Walker,01127020301,Walker County rural-eligible tract,Y,Eligible — not designated,33.8538685,-87.24233,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Walker,01127020600,Walker County rural-eligible tract,Y,Eligible — not designated,33.7985962,-87.1878122,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Walker,01127020700,Walker County rural-eligible tract,Y,Eligible — not designated,33.8698205,-87.18691,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Walker,01127020801,Walker County rural-eligible tract,Y,Eligible — not designated,33.8597746,-87.1108898,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Walker,01127021100,Walker County rural-eligible tract,Y,Eligible — not designated,33.9292009,-87.5741534,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Walker,01127021300,Walker County rural-eligible tract,Y,Eligible — not designated,33.666598,-87.3615093,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Walker,01127021400,Walker County rural-eligible tract,Y,Eligible — not designated,33.7107342,-87.2677453,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Walker,01127021500,Walker County rural-eligible tract,Y,Eligible — not designated,33.7347369,-87.1857112,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Walker,01127021800,Walker County rural-eligible tract,Y,Eligible — not designated,33.7830673,-87.0565149,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Birmingham,Alabama,Walker,01127021900,Walker County rural-eligible tract,Y,Eligible — not designated,33.8481723,-87.036585,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Mobile,Alabama,Baldwin,01003010600,Baldwin County rural-eligible tract,Y,Eligible — not designated,30.8533019,-87.7701385,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Mobile,Alabama,Baldwin,01003010903,Baldwin County rural-eligible tract,Y,Eligible — not designated,30.6072432,-87.7798044,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Mobile,Alabama,Baldwin,01003010906,Baldwin County rural-eligible tract,Y,Eligible — not designated,30.5641292,-87.6870074,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Mobile,Alabama,Baldwin,01003011411,Baldwin County rural-eligible tract,Y,Eligible — not designated,30.3244734,-87.618452,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Mobile,Alabama,Escambia,01053969801,Escambia County rural-eligible tract,Y,Eligible — not designated,31.0544809,-86.8519601,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Mobile,Alabama,Escambia,01053969802,Escambia County rural-eligible tract,Y,Eligible — not designated,31.1770672,-86.9214794,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Mobile,Alabama,Escambia,01053970200,Escambia County rural-eligible tract,Y,Eligible — not designated,31.1141178,-87.0634717,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Mobile,Alabama,Escambia,01053970300,Escambia County rural-eligible tract,Y,Eligible — not designated,31.1086274,-87.2794732,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Mobile,Alabama,Escambia,01053970600,Escambia County rural-eligible tract,Y,Eligible — not designated,31.0580994,-87.4085812,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Mobile,Alabama,Escambia,01053970700,Escambia County rural-eligible tract,Y,Eligible — not designated,31.0153755,-87.4359795,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Mobile,Alabama,Mobile,01097005900,Mobile County rural-eligible tract,Y,Eligible — not designated,31.0071217,-88.266293,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Mobile,Alabama,Mobile,01097006000,Mobile County rural-eligible tract,Y,Eligible — not designated,31.078491,-88.2574764,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Mobile,Alabama,Mobile,01097007300,Mobile County rural-eligible tract,Y,Eligible — not designated,30.3943596,-88.2296716,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Mobile,Alabama,Washington,01129044200,Washington County rural-eligible tract,Y,Eligible — not designated,31.2291633,-88.0724342,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Mobile,Mississippi,George,28039950200,George County rural-eligible tract,Y,Eligible — not designated,30.9215609,-88.5978963,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Huntsville,Alabama,Cullman,01043965001,Cullman County rural-eligible tract,Y,Eligible — not designated,34.1512763,-86.8186837,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Huntsville,Alabama,Cullman,01043965002,Cullman County rural-eligible tract,Y,Eligible — not designated,34.1529371,-86.8508981,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Huntsville,Alabama,Cullman,01043965300,Cullman County rural-eligible tract,Y,Eligible — not designated,34.1560361,-86.6369887,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Huntsville,Alabama,Cullman,01043965401,Cullman County rural-eligible tract,Y,Eligible — not designated,34.0726451,-86.8090852,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Huntsville,Alabama,Jackson,01071950101,Jackson County rural-eligible tract,Y,Eligible — not designated,34.9259619,-85.646384,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Huntsville,Alabama,Jackson,01071950200,Jackson County rural-eligible tract,Y,Eligible — not designated,34.9652857,-85.7774477,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Huntsville,Alabama,Jackson,01071950302,Jackson County rural-eligible tract,Y,Eligible — not designated,34.8694852,-85.8223876,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Huntsville,Alabama,Jackson,01071950400,Jackson County rural-eligible tract,Y,Eligible — not designated,34.8787834,-86.2279366,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Huntsville,Alabama,Jackson,01071950602,Jackson County rural-eligible tract,Y,Eligible — not designated,34.7164046,-86.0075965,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
