market,state,county,geoid,place_or_corridor,rural,status,lat,lon,notes
Vero Beach,Florida,Brevard,12009064201,Brevard County urban-eligible tract,N,Eligible — not designated,28.1166945,-80.6212083,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Vero Beach,Florida,Brevard,12009064202,Brevard County urban-eligible tract,N,Eligible — not designated,28.1595922,-80.641728,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Vero Beach,Florida,Brevard,12009064302,Brevard County urban-eligible tract,N,Eligible — not designated,28.1317706,-80.6434014,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Vero Beach,Florida,Brevard,12009064701,Brevard County urban-eligible tract,N,Eligible — not designated,28.0820678,-80.6336818,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Vero Beach,Florida,Brevard,12009064800,Brevard County urban-eligible tract,N,Eligible — not designated,28.0899726,-80.6090795,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Vero Beach,Florida,Brevard,12009064902,Brevard County urban-eligible tract,N,Eligible — not designated,28.0699625,-80.6031366,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Vero Beach,Florida,Brevard,12009065023,Brevard County urban-eligible tract,N,Eligible — not designated,28.0469304,-80.6516877,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Vero Beach,Florida,Brevard,12009065124,Brevard County urban-eligible tract,N,Eligible — not designated,28.0572895,-80.6106228,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Vero Beach,Florida,Brevard,12009065128,Brevard County urban-eligible tract,N,Eligible — not designated,28.0391176,-80.6126214,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Vero Beach,Florida,Brevard,12009065239,Brevard County rural-eligible tract,Y,Eligible — not designated,27.8650822,-80.4994904,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Vero Beach,Florida,Brevard,12009065240,Brevard County rural-eligible tract,Y,Eligible — not designated,27.886466,-80.505304,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Vero Beach,Florida,Brevard,12009068501,Brevard County urban-eligible tract,N,Eligible — not designated,28.3889594,-80.6091413,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Vero Beach,Florida,Brevard,12009069906,Brevard County urban-eligible tract,N,Eligible — not designated,28.3817844,-80.707491,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Vero Beach,Florida,Brevard,12009071204,Brevard County rural-eligible tract,Y,Eligible — not designated,28.3926801,-80.849217,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Vero Beach,Florida,Brevard,12009071342,Brevard County urban-eligible tract,N,Eligible — not designated,27.9936346,-80.6527935,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Vero Beach,Florida,Brevard,12009071347,Brevard County urban-eligible tract,N,Eligible — not designated,27.9916347,-80.6923352,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Vero Beach,Florida,Brevard,12009071402,Brevard County rural-eligible tract,Y,Eligible — not designated,28.568257,-80.7978826,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Vero Beach,Florida,Indian River,12061050101,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6346881,-80.4129318,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Vero Beach,Florida,Indian River,12061050102,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6273223,-80.4113634,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Vero Beach,Florida,Indian River,12061050303,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6753714,-80.4182304,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Vero Beach,Florida,Indian River,12061050304,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6746529,-80.4362112,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Vero Beach,Florida,Indian River,12061050401,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6315547,-80.3847074,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Vero Beach,Florida,Indian River,12061050601,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6129684,-80.3755175,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Vero Beach,Florida,Indian River,12061050604,Indian River County rural-eligible tract,Y,Eligible — not designated,27.5942647,-80.3682455,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Vero Beach,Florida,Indian River,12061050907,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6884277,-80.5236851,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Vero Beach,Florida,Indian River,12061050908,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6869113,-80.7157861,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Vero Beach,Florida,Martin,12085000702,Martin County urban-eligible tract,N,Eligible — not designated,27.1710785,-80.2535151,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Vero Beach,Florida,Martin,12085000800,Martin County urban-eligible tract,N,Eligible — not designated,27.1998189,-80.2414127,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Vero Beach,Florida,Martin,12085001000,Martin County urban-eligible tract,N,Eligible — not designated,27.1746025,-80.2418685,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Vero Beach,Florida,Martin,12085001301,Martin County urban-eligible tract,N,Eligible — not designated,27.1621028,-80.2065278,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Vero Beach,Florida,Martin,12085001408,Martin County urban-eligible tract,N,Eligible — not designated,27.0823694,-80.1444649,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Vero Beach,Florida,Martin,12085001803,Martin County rural-eligible tract,Y,Eligible — not designated,27.0945374,-80.4409426,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Vero Beach,Florida,Martin,12085001806,Martin County rural-eligible tract,Y,Eligible — not designated,27.1566758,-80.5577813,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Vero Beach,Florida,Okeechobee,12093910300,Okeechobee County rural-eligible tract,Y,Eligible — not designated,27.2635445,-80.8153526,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Vero Beach,Florida,Okeechobee,12093910401,Okeechobee County rural-eligible tract,Y,Eligible — not designated,27.2184018,-80.7028094,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Vero Beach,Florida,Okeechobee,12093910402,Okeechobee County rural-eligible tract,Y,Eligible — not designated,27.229347,-80.7546773,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Vero Beach,Florida,Okeechobee,12093910403,Okeechobee County rural-eligible tract,Y,Eligible — not designated,27.2095506,-80.7803813,Rev. Proc. 2026-14 appendix Rural (entirely rural); county on outer/uncertain edge of ~90-min shed
Vero Beach,Florida,St. Lucie,12111380100,St. Lucie County urban-eligible tract,N,Eligible — not designated,27.4535618,-80.3236461,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Vero Beach,Florida,St. Lucie,12111380200,St. Lucie County urban-eligible tract,N,Eligible — not designated,27.4556065,-80.3367253,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Vero Beach,Florida,St. Lucie,12111380300,St. Lucie County urban-eligible tract,N,Eligible — not designated,27.4564986,-80.3498678,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Vero Beach,Florida,St. Lucie,12111380400,St. Lucie County urban-eligible tract,N,Eligible — not designated,27.4359041,-80.3485967,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Vero Beach,Florida,St. Lucie,12111380500,St. Lucie County urban-eligible tract,N,Eligible — not designated,27.4314654,-80.3224198,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Vero Beach,Florida,St. Lucie,12111380901,St. Lucie County urban-eligible tract,N,Eligible — not designated,27.4738132,-80.33713,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Vero Beach,Florida,St. Lucie,12111380902,St. Lucie County urban-eligible tract,N,Eligible — not designated,27.4671297,-80.3674548,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Vero Beach,Florida,St. Lucie,12111381000,St. Lucie County urban-eligible tract,N,Eligible — not designated,27.5074995,-80.3779971,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Vero Beach,Florida,St. Lucie,12111381107,St. Lucie County rural-eligible tract,Y,Eligible — not designated,27.5399987,-80.3637314,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Vero Beach,Florida,St. Lucie,12111381401,St. Lucie County urban-eligible tract,N,Eligible — not designated,27.390657,-80.313027,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Vero Beach,Florida,St. Lucie,12111381402,St. Lucie County urban-eligible tract,N,Eligible — not designated,27.3933351,-80.3581501,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Vero Beach,Florida,St. Lucie,12111381605,St. Lucie County urban-eligible tract,N,Eligible — not designated,27.3644429,-80.3136333,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Vero Beach,Florida,St. Lucie,12111382010,St. Lucie County urban-eligible tract,N,Eligible — not designated,27.2942995,-80.3097299,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Vero Beach,Florida,St. Lucie,12111382015,St. Lucie County urban-eligible tract,N,Eligible — not designated,27.2684195,-80.3407295,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009060104,Brevard County rural-eligible tract,Y,Eligible — not designated,28.7595275,-80.88106,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Brevard,12009060105,Brevard County rural-eligible tract,Y,Eligible — not designated,28.6913195,-80.8439989,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Brevard,12009060400,Brevard County rural-eligible tract,Y,Eligible — not designated,28.6259987,-80.8217906,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Brevard,12009060600,Brevard County rural-eligible tract,Y,Eligible — not designated,28.5958293,-80.8358974,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Brevard,12009060700,Brevard County rural-eligible tract,Y,Eligible — not designated,28.6074077,-80.8143413,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Brevard,12009062114,Brevard County urban-eligible tract,N,Eligible — not designated,28.4435977,-80.7613996,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009062302,Brevard County urban-eligible tract,N,Eligible — not designated,28.3833966,-80.7492823,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009062401,Brevard County urban-eligible tract,N,Eligible — not designated,28.3827445,-80.7790023,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009062402,Brevard County urban-eligible tract,N,Eligible — not designated,28.3685732,-80.7686433,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009062500,Brevard County urban-eligible tract,N,Eligible — not designated,28.3518753,-80.8101474,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009062600,Brevard County urban-eligible tract,N,Eligible — not designated,28.3545721,-80.7441807,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009064201,Brevard County urban-eligible tract,N,Eligible — not designated,28.1166945,-80.6212083,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009064202,Brevard County urban-eligible tract,N,Eligible — not designated,28.1595922,-80.641728,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009064302,Brevard County urban-eligible tract,N,Eligible — not designated,28.1317706,-80.6434014,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009064701,Brevard County urban-eligible tract,N,Eligible — not designated,28.0820678,-80.6336818,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009064800,Brevard County urban-eligible tract,N,Eligible — not designated,28.0899726,-80.6090795,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009064902,Brevard County urban-eligible tract,N,Eligible — not designated,28.0699625,-80.6031366,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009065023,Brevard County urban-eligible tract,N,Eligible — not designated,28.0469304,-80.6516877,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009065124,Brevard County urban-eligible tract,N,Eligible — not designated,28.0572895,-80.6106228,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009065128,Brevard County urban-eligible tract,N,Eligible — not designated,28.0391176,-80.6126214,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009065239,Brevard County rural-eligible tract,Y,Eligible — not designated,27.8650822,-80.4994904,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Brevard,12009065240,Brevard County rural-eligible tract,Y,Eligible — not designated,27.886466,-80.505304,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Brevard,12009068501,Brevard County urban-eligible tract,N,Eligible — not designated,28.3889594,-80.6091413,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009069906,Brevard County urban-eligible tract,N,Eligible — not designated,28.3817844,-80.707491,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009071204,Brevard County rural-eligible tract,Y,Eligible — not designated,28.3926801,-80.849217,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Brevard,12009071342,Brevard County urban-eligible tract,N,Eligible — not designated,27.9936346,-80.6527935,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009071347,Brevard County urban-eligible tract,N,Eligible — not designated,27.9916347,-80.6923352,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural)"
Melbourne,Florida,Brevard,12009071402,Brevard County rural-eligible tract,Y,Eligible — not designated,28.568257,-80.7978826,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Indian River,12061050101,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6346881,-80.4129318,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Indian River,12061050102,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6273223,-80.4113634,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Indian River,12061050303,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6753714,-80.4182304,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Indian River,12061050304,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6746529,-80.4362112,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Indian River,12061050401,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6315547,-80.3847074,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Indian River,12061050601,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6129684,-80.3755175,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Indian River,12061050604,Indian River County rural-eligible tract,Y,Eligible — not designated,27.5942647,-80.3682455,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Indian River,12061050907,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6884277,-80.5236851,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Indian River,12061050908,Indian River County rural-eligible tract,Y,Eligible — not designated,27.6869113,-80.7157861,Rev. Proc. 2026-14 appendix Rural (entirely rural)
Melbourne,Florida,Orange,12095010400,Orange County urban-eligible tract,N,Eligible — not designated,28.5331753,-81.3908563,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095010500,Orange County urban-eligible tract,N,Eligible — not designated,28.5376497,-81.3899651,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095011600,Orange County urban-eligible tract,N,Eligible — not designated,28.5223329,-81.3991651,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095011702,Orange County urban-eligible tract,N,Eligible — not designated,28.5277905,-81.4163629,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095012000,Orange County urban-eligible tract,N,Eligible — not designated,28.568977,-81.4436536,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095012100,Orange County urban-eligible tract,N,Eligible — not designated,28.5659034,-81.4544805,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095012201,Orange County urban-eligible tract,N,Eligible — not designated,28.5649538,-81.4718103,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095012202,Orange County urban-eligible tract,N,Eligible — not designated,28.565368,-81.4630503,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095012303,Orange County urban-eligible tract,N,Eligible — not designated,28.6017893,-81.4861409,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095012305,Orange County urban-eligible tract,N,Eligible — not designated,28.5941695,-81.4720035,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095012307,Orange County urban-eligible tract,N,Eligible — not designated,28.5869713,-81.4601589,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095012402,Orange County urban-eligible tract,N,Eligible — not designated,28.5943289,-81.4298399,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095012403,Orange County urban-eligible tract,N,Eligible — not designated,28.5853691,-81.4339188,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095012405,Orange County urban-eligible tract,N,Eligible — not designated,28.6012475,-81.4416858,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095013201,Orange County urban-eligible tract,N,Eligible — not designated,28.5506755,-81.3039779,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095013403,Orange County urban-eligible tract,N,Eligible — not designated,28.5358147,-81.3020882,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095013405,Orange County urban-eligible tract,N,Eligible — not designated,28.5233754,-81.296273,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095013503,Orange County urban-eligible tract,N,Eligible — not designated,28.5193506,-81.307899,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095013505,Orange County urban-eligible tract,N,Eligible — not designated,28.511585,-81.296362,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095013507,Orange County urban-eligible tract,N,Eligible — not designated,28.4622558,-81.2919589,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095013511,Orange County urban-eligible tract,N,Eligible — not designated,28.4903814,-81.2935301,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095013512,Orange County urban-eligible tract,N,Eligible — not designated,28.4902632,-81.3048157,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095013513,Orange County urban-eligible tract,N,Eligible — not designated,28.5028331,-81.3030827,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095013604,Orange County urban-eligible tract,N,Eligible — not designated,28.5081505,-81.322588,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095013605,Orange County urban-eligible tract,N,Eligible — not designated,28.4978455,-81.3184298,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095013606,Orange County urban-eligible tract,N,Eligible — not designated,28.4552715,-81.3183168,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095013701,Orange County urban-eligible tract,N,Eligible — not designated,28.5154966,-81.3443779,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095013702,Orange County urban-eligible tract,N,Eligible — not designated,28.5204988,-81.3425952,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095014202,Orange County urban-eligible tract,N,Eligible — not designated,28.4523129,-81.3815551,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095014302,Orange County urban-eligible tract,N,Eligible — not designated,28.4690105,-81.3828992,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095014502,Orange County urban-eligible tract,N,Eligible — not designated,28.4986648,-81.402098,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095014503,Orange County urban-eligible tract,N,Eligible — not designated,28.5032893,-81.4091785,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095014504,Orange County urban-eligible tract,N,Eligible — not designated,28.4958981,-81.4206751,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095014601,Orange County urban-eligible tract,N,Eligible — not designated,28.5354221,-81.4452781,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095014605,Orange County urban-eligible tract,N,Eligible — not designated,28.517474,-81.4326168,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
Melbourne,Florida,Orange,12095014606,Orange County urban-eligible tract,N,Eligible — not designated,28.5024968,-81.4316808,"Rev. Proc. 2026-14 appendix Non-rural (eligible, not entirely rural); county on outer/uncertain edge of ~90-min shed"
